                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     706                                     1859                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.2411986669233758E+007                  4.1716112107477747E+003                  3.6690309281135910E+003                  5.3745870802659105E+004                  5.7375035525847147E+002                 -2.4997476193100807E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4486127474448657E-005                  1.4220641630199207E-001                  0.0000000000000000E+000                  7.8254781640616355E-001                  5.8180494866156979E-002                  1.5000000000000002E+001                  0.0000000000000000E+000                  6.9580219661714136E+000                  2.0743804032169921E-004                  5.7500644327371067E+000                  5.6412339842513315E-001                  6.4397651003073167E-002                  1.4747951429783734E+000                  1.1429223677826207E-001                  4.0187804448140190E+000                  1.9122166856844003E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5513696430347301E+007                  1.7182856179455067E+002                  2.7909120786369080E+006                  5.3178910138355423E+004                  1.2882083909794386E+004                  2.1276579473139551E+004                  1.2773910186068083E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.9169251051301125E+014                               "r22.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20231121"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.5000000000000002E+001                  2.7587229674546787E+000                  3.5645513727885692E+000                 -8.7777331667539258E+000                  2.5910425690743515E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464067989433440E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  2.7587229674449629E+000                  3.5645513732925393E+000                 -8.7777331632278770E+000                  2.5910425731037510E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464068188065713E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999941682E+001                  2.7587229674169031E+000                  3.5645513751018751E+000                 -8.7777331505687783E+000                  2.5910425875699561E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464068901188559E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999775627E+001                  2.7587229673093492E+000                  3.5645513812473806E+000                 -8.7777331075714855E+000                  2.5910426367051813E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  2.4464071323347600E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999230532E+001                  2.7587229669562849E+000                  3.5645514073891773E+000                 -8.7777329246693636E+000                  2.5910428457168853E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464081626743776E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999996750525E+001                  2.7587229653499699E+000                  3.5645514647576748E+000                 -8.7777325232890870E+000                  2.5910433043949679E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464104237650560E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999992591913E+001                  2.7587229626564120E+000                  3.5645515406251933E+000                 -8.7777319924814101E+000                  2.5910439109766790E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464134139607426E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999987971233E+001                  2.7587229596635732E+000                  3.5645516684022391E+000                 -8.7777310984916053E+000                  2.5910449325860863E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464184500763988E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999977805738E+001                  2.7587229530793382E+000                  3.5645518520823254E+000                 -8.7777298133859745E+000                  2.5910464011454932E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.4464256894842663E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
