                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     450                                     1440                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.0936485336938437E+007                  7.0273742967833132E+003                  1.3720919411021370E+004                  5.1794646655807199E+004                  4.0274408531958677E+001                 -3.0402689639957710E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2981056993794375E-001                  4.5481413770477874E-002                  2.9667174672566566E-004                  4.8269688203498136E-004                  1.9851425766464828E-002                  1.5000000000000002E+001                  0.0000000000000000E+000                  7.5013448241545158E+000                  2.0689172582912866E-004                  7.1452578650453091E+000                  7.2037643247372898E-002                  7.8223308231663874E-002                  9.1376969676331368E-002                  5.0394170407960320E-002                  2.8704829570907893E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6047317501014995E+005                  2.5400916133320488E+003                  2.8960521923588039E+006                  5.1726805882714783E+004                  4.4695950236999153E+004                  6.5985789406382364E+003                  3.0460185069540789E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.4512922966896844E+014                               "r22.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20231121"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.5000000000000002E+001                  1.6050291711100573E+000                  4.1373983918331945E+000                 -1.0263931697525155E+001                  2.2596190016362749E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  1.6050283106096477E+000                  4.1374427878438977E+000                 -1.0263628551683835E+001                  2.2598867694200773E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999956122E+001                  1.6050266550440464E+000                  4.1374866050829215E+000                 -1.0263329566911526E+001                  2.2601509597712912E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999941682E+001                  1.6050258278238350E+000                  4.1375158116664243E+000                 -1.0263130413387744E+001                  2.2603269987705752E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999927242E+001                  1.6050250009781499E+000                  4.1375596141725337E+000                 -1.0262831937158198E+001                  2.2605909255576733E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999898362E+001                  1.6050233484087604E+000                  4.1376508398080709E+000                 -1.0262211081322766E+001                  2.2611402667775238E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999836994E+001                  1.6050198416529831E+000                  4.1377784775293165E+000                 -1.0261344008276961E+001                  2.2619082037610410E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999772017E+001                  1.6050161359308583E+000                  4.1380080427291919E+000                 -1.0259789779742043E+001                  2.2632871246692137E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.4663442287781335E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999609571E+001                  1.6050069043083635E+000                  4.1382809117000408E+000                 -1.0257949597225750E+001                  2.2649231478419027E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4663442287781343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
